,NAME_2,Area,Population,r_u,mean,min,max,sum
0,Arusha,1316.8383776455494,370614.0,R,0.18018923039334284,-0.1375918984413147,9.753202438354492,1045.998482433355
1,Arusha Urban,284.2101368221784,511403.0,U,1.3410171669448934,0.08000674098730087,31.104705810546875,1670.9073900133371
2,Karatu,3486.8458199212864,270890.0,R,0.07818190862878682,0.013974940404295921,3.532794952392578,1187.4268282540143
3,Lake Eyasi,993.8909638583045,839.0,R,0.058548838379646,0.013347867876291275,0.10979243367910385,252.46259109303355
4,Lake Manyara,206.48392823398845,84.0,R,0.05357918639667332,0.011531377211213112,0.10637789219617844,48.22126775700599
5,Longido,8591.469288831622,146417.0,R,0.06810583775454203,0.006827192381024361,7.275683403015137,2570.6548460451886
6,Meru,1344.9044110672346,291569.0,R,0.14028198605016481,-0.05997448042035103,3.4150607585906982,831.1707673472265
7,Monduli,7462.178207241586,197713.0,R,0.0816806692816738,0.010923820547759533,19.363508224487305,2673.898389604874
8,Ngorongoro,17122.626582371162,206775.0,R,0.06368683560338288,-0.09749637544155121,4.180260181427002,4744.923999794439
9,Ilala,380.6519706469079,1625010.0,U,3.3285888765980296,0.062129415571689606,50.11197280883789,5721.844278872013
10,Kinondoni,562.2863797425555,2241585.0,U,4.004007604386418,0.14308124780654907,36.27373504638672,10142.151261910796
11,Temeke,765.0602349670307,1783520.0,U,1.722386681638589,0.047982361167669296,49.6798095703125,5952.568371742964
12,Bahi,6058.021421649676,259524.0,R,0.09244869913177783,0.004381328821182251,24.258371353149414,2449.798078292981
13,Chamwino,9789.76853659411,386813.0,R,0.07821008448300701,0.01946760155260563,6.511770248413086,3361.70406133309
14,Chemba,7830.098799169846,273925.0,R,0.0697415192585113,0.021347789093852043,0.8758364915847778,2388.7167761232704
15,Dodoma Urban,2796.882667517352,478716.0,R,0.2655648564620617,0.0424022376537323,21.893198013305664,3260.074177928269
16,Kondoa,6208.524935067578,315638.0,R,0.07893268689622104,0.012270523235201836,4.058806896209717,2146.6533528296277
17,Kongwa,4216.797740492357,361106.0,R,0.0778931913760118,0.014381911605596542,4.409398555755615,1450.0596506558359
18,Mpwapwa,7954.988249418064,355210.0,R,0.07351108427867965,0.011247430928051472,2.762517213821411,2583.1059904685244
19,Bukombe,9048.919342791978,281702.0,R,0.06822795588924718,-0.03795468062162399,5.060576438903809,2575.1277391278563
20,Chato,3450.8683244119266,455610.0,R,0.06306435083913732,-0.039888083934783936,1.2159487009048462,909.261810398682
21,Geita,5252.550226375842,1011312.0,R,0.12321634282198665,-0.03705485165119171,40.452857971191406,2717.4132245960936
22,Mbogwe,2545.1446277557307,243147.0,R,0.07663066358396983,0.007254621013998985,2.8619916439056396,820.0247310120612
23,Nyang'wale,1783.4260578630976,186022.0,R,0.07167034155616113,-0.0038441007491201162,0.9381334185600281,539.8926829425618
24,Iringa Rural,20256.155459308662,279992.0,R,0.12004949682202301,0.01374351978302002,52.46714782714844,10639.9869033359
25,Iringa Urban,396.00713908414633,184109.0,U,0.4352129297661686,0.04364106059074402,13.483940124511719,759.8817753717303
26,Kilolo,9871.09248178898,243538.0,R,0.10316891676602571,0.005474696401506662,23.87680435180664,4501.466176335234
27,Mafinga Township Authority,616.8326337242577,60639.0,U,0.3752086672834057,0.03720881789922714,20.87508773803711,1014.1890276670456
28,Mufindi,8093.560863625126,299809.0,R,0.10064459171072365,0.017020316794514656,15.771222114562988,3577.11007858254
29,Biharamulo,8422.542344918871,378013.0,R,0.0805798971333187,-0.08295378088951111,43.810089111328125,2817.314943472222
30,Bukoba Rural,1859.1385348765718,333556.0,R,0.0967869501316035,-0.03775227442383766,5.591128349304199,749.1309940186111
31,Bukoba Urban,93.31754073400221,149972.0,U,0.8044887874179926,0.0652795061469078,5.476578235626221,313.7506270930171
32,Karagwe,5819.860679275395,385658.0,R,0.08810945324449056,-0.022918639704585075,8.449311256408691,2122.7329475662664
33,Kyerwa,2935.64149179112,361956.0,R,0.0769422311684692,-0.026273733004927635,1.4803379774093628,930.7701704449719
34,Lake Victoria,11315.901684062323,11398.0,R,0.039555735182210526,-0.11702112853527069,5.036745548248291,1873.3991739646726
35,Missenyi,3186.2897505640603,221287.0,R,0.07599303616995053,-0.004543217830359936,3.1681253910064697,1006.6037571071647
36,Muleba,3940.480017840692,617539.0,R,0.07635987824778612,-0.06424698978662491,16.69489097595215,1251.9965637507012
37,Ngara,3690.2825362603503,370913.0,R,0.1156120887441916,-0.07714194804430008,12.473587036132812,1757.3037489117123
38,Lake Rukwa,889.8673455172368,120.0,R,0.08424436579869446,-0.009296790696680546,1.5125468969345093,316.6745710372925
39,Lake Tanganyika,1612.7765133121263,4560.0,R,0.05244600720063929,-0.01974780112504959,2.0267210006713867,349.2904079562577
40,Mlele,33174.31619868566,340373.0,R,0.14324800907077853,-0.027956107631325722,68.79603576660156,19993.12462600856
41,Mpanda,19257.091172331504,210030.0,R,0.10143061452825787,-0.08862750232219696,16.334775924682617,8082.802810527813
42,Mpanda Urban,360.0693970632616,123908.0,U,0.18510617721711137,0.03572516143321991,3.586313247680664,276.5486287623644
43,Buhigwe,1722.3064235169181,299642.0,R,0.09845933268796267,-0.0332222580909729,1.228003740310669,693.744458119385
44,Kakonko,2496.529447582014,194161.0,R,0.07097741953829625,-0.040712520480155945,9.634222984313965,732.0611051179876
45,Kasulu,8211.061765858261,501020.0,R,0.07892699020492802,-0.06862208992242813,1.489319920539856,2666.627291063698
46,Kasulu Township Authority,1043.9830672763248,244720.0,R,0.11748009217784997,0.02141783945262432,2.58205246925354,502.4623542446643
