,NAME_3,Area,Population,r_u,mean,min,max,sum
0,Dia,132.54895250883703,13151.0,R,0.12191426233862931,0.06175895035266876,0.17606201767921448,77.53747084736824
1,Jawie,364.1260902325877,54272.0,R,0.11777372902982988,0.05045171082019806,0.18026089668273926,201.86417155712843
2,Kissi Kama,93.12155886696705,17043.0,R,0.1306455841457302,0.0423998162150383,0.318031370639801,57.484057024121284
3,Kissi Teng,283.52307766396336,40539.0,R,0.12712080222346,0.027436576783657074,1.0981332063674927,170.3418749794364
4,Kissi Tongi,221.78195124207906,43856.0,R,0.10705882300755808,0.008856082335114479,0.21859709918498993,112.41176415793598
5,Luawa,712.5194507369068,88010.0,R,0.12713233472334817,0.0007897676550783217,3.211470603942871,428.1817033482366
6,Malema,791.8958974136127,31073.0,R,0.12661696670578432,0.052640415728092194,0.22140416502952576,471.394967045635
7,Mandu,173.03413105381915,26279.0,R,0.11177031110963014,0.06744493544101715,0.16038459539413452,90.98103324323893
8,Njaluahun,356.060667910322,52343.0,R,0.11753207810832214,0.037214476615190506,0.7370219826698303,198.39414784684777
9,Pehe Bongre,165.38357565952725,16890.0,R,0.12293006835947025,0.056561656296253204,0.18242667615413666,95.39373304694891
10,Peje West,150.42944678392982,17308.0,R,0.1302446782599482,0.050958678126335144,0.21667052805423737,92.21323220804334
11,Penguia,157.63609626256587,16663.0,R,0.10994465760389964,0.03564678505063057,0.21576878428459167,82.45849320292473
12,Upper Bambara,218.79147818792262,37491.0,R,0.13350983201692895,0.05568176135420799,0.2219523787498474,137.91565647348762
13,Yawei,330.3583802556178,21508.0,R,0.11639487831695831,0.03083219937980175,0.2777198851108551,182.39077432267368
14,Dama,473.8676592168902,33944.0,R,0.12444244622850845,0.041784532368183136,0.20846784114837646,278.1288673207164
15,Dodo,406.46676926646484,18312.0,R,0.14595349163508453,0.034434571862220764,0.7902854681015015,279.9387969560921
16,Gaura,383.3394541491968,23379.0,R,0.11855073106058395,0.0371425561606884,0.20590488612651825,214.57682321965694
17,Gorama Mende,618.4782143075032,42315.0,R,0.10995887301643255,0.01632062718272209,0.24168644845485687,321.73966244608164
18,Kando Leppeama,269.42154885725836,28188.0,R,0.1671711142223147,0.07157029956579208,5.8222222328186035,212.97599951922894
19,Koya,322.6129436809983,13569.0,R,0.10996404370534271,0.046625230461359024,0.18721212446689606,167.25531047582626
20,Langrama,196.61677482300001,5683.0,R,0.10394035023839578,0.04840889945626259,0.15589278936386108,95.62512221932411
21,Lower Bambara,680.6102711890829,102244.0,U,0.1265815251091565,0.02472376637160778,1.3021289110183716,408.478581527248
22,Malegohun,141.37040162739575,15981.0,R,0.12463340863117023,0.05857633054256439,0.206643208861351,83.25511696562171
23,Niawa,193.45457799130972,11110.0,R,0.11100781957718274,0.049584198743104935,0.16886213421821594,100.90610799565911
24,Nomo,289.42713861828975,5355.0,R,0.12145010947528546,0.060487668961286545,0.20459024608135223,166.3866499811411
25,Nongowa,504.9807922439566,234734.0,U,0.16576718377159338,0.041643042117357254,2.467980146408081,395.6862676627934
26,Simbaru,189.74441403939775,24108.0,R,0.15760123275361598,0.06969814747571945,0.4916216731071472,141.36830577999353
27,Small Bo,370.85715984333393,40682.0,R,0.11565204137806677,0.038229960948228836,0.19618257880210876,202.85368057712913
28,Tunkia,794.351919689004,26761.0,R,0.12125745944704633,0.04678754508495331,0.1905924379825592,454.3517005480826
29,Wandor,385.4528461551549,22650.0,R,0.1313947822796283,0.033091623336076736,0.877360463142395,239.13850374892354
30,Fiama,268.801369398822,8537.0,R,0.12846405423427903,0.045554377138614655,0.2237902134656906,163.40627698600292
31,Gbane,374.0693959977647,14124.0,R,0.11236168563393359,0.011270823888480663,0.20130819082260132,198.43073682952672
32,Gbane Kandor,103.91437042552097,3984.0,R,0.11666431482003421,-0.018768763169646263,2.2559430599212646,56.9321856321767
33,Gbense,260.5574163914753,99269.0,U,0.26351135049528385,0.016678249463438988,7.716521263122559,323.32842705771327
34,Gorama Kono,295.5048897506382,11341.0,R,0.11920730347898224,0.015151996165513992,0.22638770937919617,166.05577374622226
35,Kamara,106.04645885097277,11941.0,R,0.13336396842054415,0.03033876232802868,0.27517884969711304,67.08207611553371
